CustomerID,AOV,PurchaseFrequency,CLTV
13560,171.42000000000002,1,171.42000000000002
13561,141.85999999999999,1,141.85999999999999
13562,599.7766666666666,3,1799.33
13563,388.765,2,777.53
13564,574.89,3,1724.67
13565,120.11,2,240.22
13566,428.42,2,856.84
13568,187.05,1,187.05
13569,169.31,2,338.62
13570,239.49,1,239.49
13571,174.07833333333335,12,2088.94
13572,1384.25,1,1384.25
13573,145.125,2,290.25
13575,146.414,5,732.0699999999999
13576,373.18555555555554,18,6717.34
13577,421.90000000000003,4,1687.6000000000001
13579,233.52,2,467.04
13581,118.0,1,118.0
13583,781.03,1,781.03
13584,142.4,1,142.4
13587,712.4,1,712.4
13588,275.43888888888887,9,2478.95
13589,189.825,2,379.65
13590,330.32,6,1981.92
13591,372.3766666666667,3,1117.13
13592,61.989999999999995,4,247.95999999999998
13593,402.37600000000003,5,2011.88
13594,396.97,1,396.97
13596,332.055,2,664.11
13598,160.04,1,160.04
13599,245.2342857142857,21,5149.92
13600,219.52,1,219.52
13601,346.66,2,693.32
13602,428.89,1,428.89
13603,164.34,1,164.34
13606,92.25,3,276.75
13607,675.51,1,675.51
13610,154.6185714285714,7,1082.33
13611,384.8,3,1154.4
13614,396.365,4,1585.46
13615,417.69,1,417.69
13617,181.39333333333332,3,544.18
13618,177.34,1,177.34
13621,213.85,1,213.85
13623,145.548,5,727.74
13626,257.23,1,257.23
13627,327.694,5,1638.47
13629,708.3963636363636,11,7792.36
13630,290.2542857142857,7,2031.7799999999997
13631,279.1290909090909,11,3070.42
13632,423.78599999999994,5,2118.93
13634,309.47200000000004,5,1547.3600000000001
13635,1071.03,1,1071.03
13636,189.824,5,949.1200000000001
13637,268.09999999999997,3,804.3
13638,122.64,1,122.64
13639,1033.34,1,1033.34
13642,312.28,1,312.28
13643,173.14666666666668,3,519.44
13644,656.065,4,2624.26
13645,252.1,1,252.1
13647,412.03000000000003,4,1648.1200000000001
13649,173.3,2,346.6
13650,306.0566666666667,6,1836.3400000000001
13651,47.1,2,94.2
13652,365.02666666666664,3,1095.08
13654,451.22166666666664,6,2707.33
13655,466.485,2,932.97
13656,189.825,2,379.65
13657,191.07,2,382.14
13658,527.8340000000001,5,2639.17
13659,781.5,2,1563.0
13662,293.75333333333333,3,881.26
13663,189.47,1,189.47
13666,28.21666666666667,3,84.65
13667,299.05,1,299.05
13668,300.46809523809526,21,6309.830000000001
13669,109.275,2,218.55
13670,349.7,1,349.7
13672,93.19500000000001,2,186.39000000000001
13673,193.72,2,387.44
13675,243.41000000000003,2,486.82000000000005
13678,232.6,1,232.6
13680,929.78,4,3719.12
13681,206.9575,4,827.83
13682,59.5,1,59.5
13684,65.13,1,65.13
13685,445.63428571428574,7,3119.44
13686,72.0,1,72.0
13689,910.0,1,910.0
13690,172.25,1,172.25
13692,496.1066666666666,3,1488.32
13694,1300.7924,50,65039.62
13695,166.942,15,2504.13
13697,151.29999999999998,1,151.29999999999998
13699,308.58000000000004,1,308.58000000000004
13700,224.863,10,2248.63
13703,99.5,1,99.5
13704,256.4511111111111,9,2308.06
13705,237.28666666666666,3,711.86
13706,330.79,1,330.79
13707,403.205,2,806.41
13708,285.33,1,285.33
13709,485.2038461538462,13,6307.650000000001
13710,180.48,1,180.48
13711,126.03,2,252.06
13712,228.84,1,228.84
13715,215.478,5,1077.39
13716,138.28,1,138.28
13717,240.835,6,1445.01
13718,153.275,2,306.55
13719,208.336,5,1041.68
13720,199.975,4,799.9
13721,524.14,1,524.14
13722,791.8033333333333,3,2375.41
13723,199.85000000000002,1,199.85000000000002
13725,247.57,8,1980.56
13726,539.8299999999999,2,1079.6599999999999
13727,166.74,2,333.48
13728,169.35666666666665,6,1016.1399999999999
13730,376.3,2,752.6
13731,305.295,2,610.59
13732,491.86,1,491.86
13735,720.885,4,2883.54
13736,364.9,2,729.8
13737,339.59999999999997,1,339.59999999999997
13739,216.9,1,216.9
13740,350.75,1,350.75
13741,222.81000000000003,3,668.4300000000001
13742,258.9891666666667,12,3107.87
13743,191.65714285714284,7,1341.6
13744,540.26,2,1080.52
13745,300.04,1,300.04
13747,79.6,1,79.6
13748,189.65,5,948.25
13750,329.452,5,1647.26
13751,296.25,1,296.25
13752,195.89666666666668,6,1175.38
13753,741.26,1,741.26
13754,141.29999999999998,2,282.59999999999997
13755,234.2288888888889,9,2108.06
13756,370.68,14,5189.52
13758,455.79285714285714,7,3190.55
13759,329.70500000000004,2,659.4100000000001
13760,143.395,2,286.79
13761,535.325,2,1070.65
13762,306.72,1,306.72
13763,1714.96,1,1714.96
13764,506.47333333333336,3,1519.42
13767,465.41513513513513,37,17220.36
13769,279.651,10,2796.51
13771,658.6125,4,2634.45
13772,374.21000000000004,3,1122.63
13774,345.0,1,345.0
13777,787.1866666666666,33,25977.16
13778,178.7,1,178.7
13780,180.005,2,360.01
13781,127.84,1,127.84
13782,151.47666666666666,6,908.8599999999999
13784,223.89,11,2462.79
13786,230.39999999999998,1,230.39999999999998
13787,154.52,2,309.04
13790,348.8,1,348.8
13791,758.0,2,1516.0
13792,97.775,2,195.55
13798,651.8219298245614,57,37153.85
13799,344.43,2,688.86
13800,558.32,1,558.32
13801,324.8,1,324.8
13802,1533.14,3,4599.42
13803,277.07,1,277.07
13804,369.77,7,2588.39
13805,462.3,2,924.6
13806,256.38,1,256.38
13807,112.6,1,112.6
13808,349.53200000000004,5,1747.6600000000003
13809,155.05,1,155.05
13810,499.67,3,1499.01
13811,271.5,3,814.5
13812,179.66666666666666,3,539.0
13813,341.71500000000003,4,1366.8600000000001
13814,789.56,2,1579.12
13815,1006.84,4,4027.36
13816,285.83500000000004,2,571.6700000000001
13817,191.49,2,382.98
13819,380.1166666666666,3,1140.35
13821,192.82,2,385.64
13822,316.0,2,632.0
13823,478.83,2,957.66
13824,339.788,5,1698.94
13826,189.5,1,189.5
13827,136.6,3,409.79999999999995
13828,209.49,1,209.49
13831,366.4083333333333,6,2198.45
13832,52.199999999999996,1,52.199999999999996
13833,383.85,1,383.85
13835,208.6425,4,834.57
13837,133.29500000000002,2,266.59000000000003
13838,168.705,4,674.82
13841,85.0,1,85.0
13842,376.18,9,3385.62
13844,361.62,1,361.62
13845,312.98,1,312.98
13846,288.35333333333335,3,865.0600000000001
13848,418.3333333333333,3,1255.0
13849,768.975,2,1537.95
13850,1595.48,1,1595.48
13851,883.82,3,2651.46
13853,1090.14,1,1090.14
13854,324.38079999999997,25,8109.5199999999995
13856,129.5,3,388.5
13858,216.17,1,216.17
13859,201.16,1,201.16
13860,249.18,5,1245.9
13862,276.17,8,2209.36
13863,305.78,1,305.78
13865,125.39,4,501.56
13866,145.67000000000002,1,145.67000000000002
13867,335.03000000000003,3,1005.0900000000001
13868,1596.27,2,3192.54
13869,770.9125,4,3083.65
13870,346.3675,8,2770.94
13871,492.5576923076923,13,6403.25
13873,129.86666666666667,3,389.6
13874,540.45,1,540.45
13875,357.358,5,1786.79
13876,122.7,1,122.7
13877,117.24,1,117.24
13878,1271.57,1,1271.57
13880,247.67461538461538,13,3219.77
13881,857.976,20,17159.52
13882,238.22600000000003,5,1191.13
13883,534.896,5,2674.4799999999996
13884,157.52,5,787.6
13885,253.4,2,506.8
13886,243.56,1,243.56
13887,349.55,1,349.55
13888,297.835,2,595.67
13889,416.90000000000003,1,416.90000000000003
13890,188.38100000000003,10,1883.8100000000004
13892,158.2425,4,632.97
13893,821.1,1,821.1
13894,188.20666666666668,3,564.62
13895,648.2675,4,2593.07
13897,311.16,1,311.16
13898,155.93,1,155.93
13899,194.26,2,388.52
13900,246.98333333333335,3,740.95
13901,573.4399999999999,5,2867.2
13904,166.32,2,332.64
13908,592.3875,4,2369.55
13911,286.7677777777778,9,2580.91
13914,313.225,2,626.45
13917,136.02,2,272.04
13918,606.4200000000001,2,1212.8400000000001
13919,192.405,2,384.81
13922,172.25,1,172.25
13923,351.13,1,351.13
13924,306.475,6,1838.8500000000001
13925,169.5625,4,678.25
13926,223.85000000000002,1,223.85000000000002
13927,348.99,1,348.99
13928,116.1425,4,464.57
13929,421.325,2,842.65
13930,168.67,2,337.34
13931,618.765,2,1237.53
13932,307.4,1,307.4
13933,304.39500000000004,2,608.7900000000001
13934,922.1,1,922.1
13936,376.58,1,376.58
13937,158.85,1,158.85
13938,71.66,1,71.66
13939,189.51666666666665,3,568.55
13940,209.785,4,839.14
13941,1022.592,5,5112.96
13946,187.18999999999997,3,561.5699999999999
13947,90.6,1,90.6
13948,102.0,1,102.0
13949,404.55333333333334,6,2427.32
13950,186.265,4,745.06
13951,224.8166666666667,3,674.45
13952,1625.5355,2,3251.071
13953,502.23999999999995,7,3515.68
13954,219.96,2,439.92
13955,161.48,2,322.96
13956,203.85399999999998,5,1019.27
13959,198.01333333333332,3,594.04
13960,115.11,2,230.22
13962,84.775,2,169.55
13963,166.135,4,664.54
13967,80.7,1,80.7
13969,501.34277777777777,18,9024.17
13971,344.7825,8,2758.26
13972,95.125,2,190.25
13973,264.7,1,264.7
13974,413.59000000000003,1,413.59000000000003
13975,410.2066666666667,6,2461.2400000000002
13976,357.98,1,357.98
13978,98.39500000000001,2,196.79000000000002
13979,869.87,1,869.87
13980,200.14,1,200.14
13982,467.9525,4,1871.81
13983,216.9525,12,2603.43
13984,184.102,5,920.51
13985,470.67533333333336,15,7060.13
13986,320.46,1,320.46
13988,691.3266666666667,6,4147.96
13989,633.04,2,1266.08
13990,311.3,1,311.3
13991,142.14666666666668,6,852.8800000000001
13992,76.8,1,76.8
13993,385.1511111111111,9,3466.36
13994,379.0233333333333,6,2274.14
13995,278.738,5,1393.69
13999,325.1508333333333,12,3901.8099999999995
14000,635.66,1,635.66
14001,681.0266666666668,3,2043.0800000000004
14002,264.865,2,529.73
14004,654.6628571428572,7,4582.64
14005,574.944,5,2874.72
14006,320.73,3,962.19
14009,347.805,2,695.61
14012,328.8,1,328.8
14013,157.67333333333332,3,473.02
14014,505.18,1,505.18
14015,917.34,1,917.34
14016,1085.3025,4,4341.21
14019,473.86999999999995,3,1421.61
14020,321.4,2,642.8
14021,210.63333333333333,3,631.9
14022,440.0,1,440.0
14023,292.035,2,584.07
14024,163.85,2,327.7
14027,104.82,1,104.82
14029,233.83,2,467.66
14030,294.855,8,2358.84
14031,909.8347368421053,19,17286.86
14032,270.5081818181818,11,2975.59
14034,216.29666666666665,3,648.89
14035,285.604,5,1428.02
14036,626.65,1,626.65
14037,73.60000000000001,2,147.20000000000002
14038,520.1266666666667,3,1560.38
14039,152.2,1,152.2
14040,296.6933333333333,12,3560.3199999999997
14041,141.41,1,141.41
14044,161.605,4,646.42
14045,414.9375,4,1659.75
14046,154.99,1,154.99
14047,261.72200000000004,5,1308.6100000000001
14048,409.93,1,409.93
14049,1394.68,4,5578.72
14050,373.18,2,746.36
14051,678.7126086956522,23,15610.390000000001
14052,225.36,1,225.36
14053,130.125,2,260.25
14054,92.46,1,92.46
14055,725.6400000000001,1,725.6400000000001
14056,354.46565217391304,23,8152.71
14057,365.39176470588234,17,6211.66
14059,183.6,1,183.6
14060,323.18,19,6140.42
14062,872.0708333333333,12,10464.85
14064,266.868,5,1334.34
14066,152.55,1,152.55
14067,187.35,2,374.7
14068,265.85,1,265.85
14071,179.69625,8,1437.57
14073,151.04,1,151.04
14075,314.08666666666664,3,942.26
14076,118.67,1,118.67
14077,99.88399999999999,5,499.41999999999996
14078,174.89499999999998,6,1049.37
14079,375.1,1,375.1
14080,45.599999999999994,1,45.599999999999994
14081,460.81,2,921.62
14082,182.25,1,182.25
14083,111.43333333333334,9,1002.9000000000001
14085,245.62722222222223,18,4421.29
14087,191.47,1,191.47
14088,3883.9853846153846,13,50491.81
14089,158.75,1,158.75
14090,76.32000000000001,1,76.32000000000001
14092,291.2078571428571,14,4076.9099999999994
14093,433.86,1,433.86
14096,3833.2229411764706,17,65164.79
14098,147.35,1,147.35
14099,282.1972727272727,11,3104.17
14100,191.95000000000002,1,191.95000000000002
14101,996.1316666666667,6,5976.79
14102,221.176,5,1105.8799999999999
14104,108.10499999999999,2,216.20999999999998
14105,1266.23,1,1266.23
14107,386.17571428571426,7,2703.23
14108,298.955,2,597.91
14109,144.2,1,144.2
14110,473.5958333333333,12,5683.15
14111,173.2125,4,692.85
14112,416.45,7,2915.15
14113,460.105,4,1840.42
14114,193.265,2,386.53
14116,276.548,5,1382.74
14117,90.0,1,90.0
14121,695.0375,4,2780.15
14124,419.58000000000004,1,419.58000000000004
14125,906.8766666666667,3,2720.63
14126,235.3766666666667,3,706.1300000000001
14127,236.57000000000002,3,709.71
14128,318.75,2,637.5
14129,224.77200000000002,5,1123.8600000000001
14130,480.91,1,480.91
14132,326.00272727272727,11,3586.0299999999997
14133,201.88,3,605.64
14135,312.68733333333336,15,4690.31
14138,482.94000000000005,2,965.8800000000001
14139,415.82,1,415.82
14140,467.525,2,935.05
14141,228.7825,4,915.13
14142,311.81,1,311.81
14143,115.8,1,115.8
14145,935.55,4,3742.2
14146,838.2,5,4191.0
14147,241.7,2,483.4
14148,157.2,1,157.2
14149,446.62,1,446.62
14150,329.32,2,658.64
14152,310.645,2,621.29
14154,672.81,2,1345.62
14155,118.75,1,118.75
14156,2131.0923636363636,55,117210.08
14157,212.44500000000002,2,424.89000000000004
14158,507.66,1,507.66
14159,420.94090909090914,11,4630.35
14161,365.8733333333334,3,1097.6200000000001
14162,144.68,2,289.36
14163,611.4775,4,2445.91
14164,815.885,2,1631.77
14165,120.44,1,120.44
14167,140.6475,4,562.59
14171,363.79,1,363.79
14173,112.71,4,450.84
14174,134.46,1,134.46
14175,1074.1000000000001,3,3222.3
14176,144.22500000000002,4,576.9000000000001
14177,137.365,4,549.46
14178,228.60857142857142,7,1600.26
14179,350.785,2,701.57
14180,189.94080000000002,25,4748.52
14184,452.89,1,452.89
14185,197.65,1,197.65
14188,342.3933333333334,6,2054.36
14189,310.272,15,4654.08
14191,360.36615384615385,13,4684.76
14193,426.695,2,853.39
14194,540.4533333333334,21,11349.52
14195,506.0,2,1012.0
14196,335.52,1,335.52
14198,175.35,4,701.4
14199,185.39999999999998,1,185.39999999999998
14201,106.77714285714286,7,747.44
14204,150.61,1,150.61
14205,233.35,2,466.7
14206,328.15999999999997,1,328.15999999999997
14208,151.74,1,151.74
14209,345.57166666666666,6,2073.43
14210,317.64000000000004,6,1905.8400000000001
14211,249.0111111111111,9,2241.1
14212,1070.48,1,1070.48
14214,200.876,5,1004.38
14215,298.2866666666667,6,1789.7200000000003
14216,459.825,4,1839.3
14217,117.94,17,2004.98
14218,169.48000000000002,1,169.48000000000002
14219,89.94,1,89.94
14220,316.2,2,632.4
14221,381.4222222222222,9,3432.8
14222,683.17,1,683.17
14223,330.37666666666667,3,991.13
14224,252.4325,4,1009.73
14226,442.95799999999997,5,2214.79
14227,335.096,10,3350.96
14229,515.7333333333333,3,1547.2
14231,308.57,3,925.71
14232,409.61400000000003,5,2048.07
14233,365.68,4,1462.72
14234,188.53,4,754.12
14235,628.972,5,3144.8599999999997
14236,245.43,2,490.86
14237,161.0,1,161.0
14238,146.85,1,146.85
14239,216.4409090909091,11,2380.85
14240,445.17,2,890.34
14241,213.70000000000002,1,213.70000000000002
14242,140.275,2,280.55
14243,258.877,10,2588.77
14245,846.725,2,1693.45
14246,491.3533333333333,3,1474.06
14247,136.76999999999998,1,136.76999999999998
14248,302.58,1,302.58
14250,634.6833333333333,3,1904.0499999999997
14251,575.94,5,2879.7000000000003
14256,484.53000000000003,2,969.0600000000001
14257,619.9440000000001,5,3099.7200000000003
14258,1407.7755555555555,9,12669.98
14259,120.0,1,120.0
14261,581.725,2,1163.45
14262,327.27875,8,2618.23
14264,166.985,2,333.97
14265,265.09,2,530.18
14267,505.41333333333336,3,1516.24
14270,492.65000000000003,1,492.65000000000003
14271,112.32,1,112.32
14272,218.98,2,437.96
14273,139.9925,4,559.97
14276,373.24666666666667,3,1119.74
14277,1396.0,3,4188.0
14280,134.04,1,134.04
14282,246.76266666666666,15,3701.44
14284,297.625,2,595.25
14285,477.5025,4,1910.01
14286,1542.9166666666667,3,4628.75
14287,58.876666666666665,3,176.63
14288,426.6,1,426.6
14289,151.87666666666667,6,911.26
14290,462.93,5,2314.65
14291,353.02272727272725,11,3883.25
14292,541.3255555555556,9,4871.93
14293,261.64,4,1046.56
14295,166.20000000000002,1,166.20000000000002
14297,326.3325,4,1305.33
14298,1171.075,44,51527.3
14299,440.6244444444444,9,3965.62
14300,43.2,1,43.2
14301,640.14,1,640.14
14304,383.45,1,383.45
14305,619.6533333333333,3,1858.96
14306,1046.66,2,2093.32
14307,499.28666666666663,6,2995.72
14309,261.39222222222224,9,2352.53
14311,310.26,1,310.26
14312,268.5983333333333,6,1611.5899999999997
14314,120.0,1,120.0
14315,413.5216666666667,6,2481.13
14317,508.58000000000004,1,508.58000000000004
14320,238.895,2,477.79
14321,306.15,5,1530.75
14323,302.53000000000003,2,605.0600000000001
14326,183.85,1,183.85
14327,311.65,1,311.65
14329,710.7485714285714,7,4975.24
14331,231.32999999999998,2,462.65999999999997
14332,280.07,3,840.21
14333,415.2,1,415.2
14334,319.02625,8,2552.21
14335,227.43,2,454.86
14336,403.7275,4,1614.91
14338,294.11,2,588.22
14339,309.52,1,309.52
14340,134.7,1,134.7
14341,270.8725,8,2166.98
14342,167.14000000000001,4,668.5600000000001
14344,111.24125000000001,8,889.9300000000001
14345,108.97999999999999,1,108.97999999999999
14346,510.79,2,1021.58
14348,409.57,1,409.57
14349,133.5,1,133.5
14350,282.93,1,282.93
14351,51.0,1,51.0
14352,269.74,4,1078.96
14353,90.6,1,90.6
14354,81.81,2,163.62
14355,174.4,1,174.4
14356,350.615,2,701.23
14357,225.12,1,225.12
14359,304.06,3,912.1800000000001
14360,529.5075,4,2118.03
14362,151.5,1,151.5
14364,464.66875,8,3717.35
14367,576.73875,16,9227.82
14368,155.0,1,155.0
14371,100.5,1,100.5
14373,76.55,1,76.55
14375,235.56,1,235.56
14377,308.525,2,617.05
14379,174.05,2,348.1
14381,202.68,1,202.68
14382,615.49,1,615.49
14383,415.8966666666667,3,1247.69
14385,67.37,3,202.11
14386,142.4,1,142.4
14387,575.8666666666667,3,1727.6
14388,401.605,8,3212.84
14389,521.73,2,1043.46
14390,515.8411111111111,9,4642.57
14393,67.95,1,67.95
14395,386.65666666666664,9,3479.91
14396,243.995,2,487.99
14397,137.52421052631578,19,2612.96
14400,574.7,1,574.7
14401,311.6523076923077,13,4051.4800000000005
14403,368.9525,4,1475.81
14404,241.5533333333333,6,1449.32
14406,156.75,1,156.75
14407,359.62166666666667,6,2157.73
14408,371.29,7,2599.03
14409,343.24166666666673,6,2059.4500000000003
14410,122.25222222222222,9,1100.27
14411,1063.0,1,1063.0
14412,385.015,2,770.03
14413,121.05,1,121.05
14414,213.8542857142857,7,1496.98
14415,450.42846153846153,13,5855.57
14416,245.11,2,490.22
14418,645.75,3,1937.25
14419,175.29833333333332,6,1051.79
14420,387.52,1,387.52
14421,406.555,2,813.11
14422,710.6066666666667,6,4263.64
14423,265.2,1,265.2
14424,322.08,1,322.08
14426,448.16700000000003,10,4481.67
14427,181.67000000000002,2,363.34000000000003
14428,244.81199999999998,5,1224.06
14431,470.36,1,470.36
14432,374.75,6,2248.5
14434,228.79999999999998,6,1372.8
14436,89.06,1,89.06
14437,63.0,1,63.0
14438,131.9,1,131.9
14439,2661.24,1,2661.24
14440,471.53600000000006,5,2357.6800000000003
14441,428.2225,4,1712.89
14442,794.91,2,1589.82
14443,355.05,4,1420.2
14446,252.5875,4,1010.35
14447,232.64600000000002,5,1163.23
14448,187.675,2,375.35
14449,221.45,4,885.8
14450,161.08333333333334,3,483.25
14451,321.95,2,643.9
14452,129.525,2,259.05
14453,119.93,1,119.93
14456,335.25333333333333,9,3017.2799999999997
14457,113.64,1,113.64
14459,1837.92,1,1837.92
14460,144.78,3,434.34000000000003
14461,701.02,3,2103.06
14462,180.05181818181816,11,1980.5699999999997
14463,176.54,3,529.62
14465,346.1466666666667,3,1038.44
14466,324.62857142857143,7,2272.4
14467,149.065,4,596.26
14470,230.595,2,461.19
14472,231.58375,8,1852.67
14473,117.17000000000002,2,234.34000000000003
14474,547.66,1,547.66
14475,308.6166666666667,3,925.85
14476,193.0,1,193.0
14477,327.4,4,1309.6
14479,158.125,2,316.25
14480,279.05,1,279.05
14481,318.255,2,636.51
14482,337.135,6,2022.81
14483,137.1,1,137.1
14484,321.92,1,321.92
14485,162.8,1,162.8
14487,194.24666666666667,6,1165.48
14488,1064.28,1,1064.28
14489,463.38,1,463.38
14491,170.465,2,340.93
14493,476.648,5,2383.2400000000002
14494,139.56,1,139.56
14495,61.9,2,123.8
14496,269.40500000000003,2,538.8100000000001
14497,475.37,1,475.37
14498,391.464,5,1957.32
14499,269.48,3,808.44
14500,118.95,3,356.85
14501,125.605,2,251.21
14502,220.89363636363635,11,2429.83
14503,590.5433333333334,6,3543.26
14504,168.315,4,673.26
14505,732.42875,8,5859.43
14506,392.13,5,1960.65
14507,227.98000000000002,6,1367.88
14508,134.025,2,268.05
14511,262.962,5,1314.81
14512,137.64,2,275.28
14513,151.86333333333334,3,455.59000000000003
14514,330.06666666666666,3,990.2
14515,346.1483333333333,6,2076.89
14517,165.225,2,330.45
14518,174.37,1,174.37
14520,135.3,2,270.6
14522,243.635,4,974.54
14523,241.09,1,241.09
14524,204.87,9,1843.83
14525,468.4333333333333,9,4215.9
14527,154.6750909090909,55,8507.13
14528,364.21999999999997,1,364.21999999999997
14529,192.87,3,578.61
14530,477.0183333333334,6,2862.11
14532,233.2125,4,932.85
14533,278.5314285714286,7,1949.7200000000003
14534,244.29444444444445,18,4397.3
14535,951.6133333333333,3,2854.84
14536,170.95,1,170.95
14537,355.56,1,355.56
14538,194.125,2,388.25
14539,268.74,2,537.48
14540,317.55333333333334,3,952.6600000000001
14541,181.66875,8,1453.35
14542,103.25,1,103.25
14543,224.983125,16,3599.73
14544,1002.15,2,2004.3
14546,514.786,5,2573.93
14547,496.84375,8,3974.75
14548,326.4,2,652.8
14549,289.24,1,289.24
14550,378.685,2,757.37
14551,93.115,2,186.23
14552,164.22,1,164.22
14553,171.85399999999998,5,859.27
14554,569.8725000000001,4,2279.4900000000002
14555,156.27,2,312.54
14557,788.38,1,788.38
14560,101.71681818181818,22,2237.77
14561,360.25333333333333,3,1080.76
14562,278.1538888888889,18,5006.77
14565,774.78,4,3099.12
14566,1432.0,1,1432.0
14567,765.1800000000001,2,1530.3600000000001
14569,227.39,1,227.39
14570,109.03,2,218.06
14572,400.6485714285714,7,2804.54
14573,182.20222222222222,9,1639.82
14576,35.400000000000006,1,35.400000000000006
14577,214.9275,4,859.71
14578,168.63,1,168.63
14581,138.6,1,138.6
14582,114.11,1,114.11
14583,197.392,5,986.96
14584,258.265,4,1033.06
14585,157.05,1,157.05
14586,237.36,1,237.36
14587,175.58777777777777,9,1580.29
14589,39.75,1,39.75
14591,330.0525,4,1320.21
14592,185.98000000000002,3,557.94
14593,205.71666666666667,3,617.15
14594,181.665,2,363.33
14595,290.09999999999997,6,1740.6
14597,433.12,2,866.24
14598,221.97,1,221.97
14600,393.33000000000004,1,393.33000000000004
14601,213.96,1,213.96
14603,660.0,1,660.0
14606,129.8510752688172,93,12076.15
14607,1157.8214285714287,14,16209.500000000002
14608,446.2875,4,1785.15
14609,150.39,4,601.56
14616,135.36,3,406.08000000000004
14618,184.48000000000002,3,553.44
14619,394.44,1,394.44
14620,206.39000000000001,2,412.78000000000003
14621,357.672,5,1788.3600000000001
14622,320.58000000000004,1,320.58000000000004
14623,177.34,5,886.7
14624,112.925,2,225.85
14625,449.815,2,899.63
14626,697.8175,4,2791.27
14628,335.98,2,671.96
14629,477.63,2,955.26
14631,335.66,3,1006.98
14632,114.56,1,114.56
14633,344.90000000000003,1,344.90000000000003
14636,304.925,2,609.85
14638,443.6,1,443.6
14639,497.41499999999996,6,2984.49
14640,351.23,6,2107.38
14641,110.46,1,110.46
14642,96.12,1,96.12
14643,346.90500000000003,2,693.8100000000001
14644,415.38,2,830.76
14645,298.545,2,597.09
14646,3838.4386301369864,73,280206.02
14647,236.04000000000002,1,236.04000000000002
14649,350.6475,4,1402.59
14651,326.875,2,653.75
14652,114.18,1,114.18
14653,275.2357142857143,7,1926.6500000000003
14655,483.0575,4,1932.23
14656,145.525,2,291.05
14657,212.055,4,848.22
14658,123.575,2,247.15
14659,281.1033333333333,9,2529.93
14660,142.87,2,285.74
14661,107.95,1,107.95
14662,185.3425,4,741.37
14664,318.12,2,636.24
14665,367.14,5,1835.6999999999998
14666,195.25,1,195.25
14667,367.00160000000005,25,9175.04
14669,419.74666666666667,3,1259.24
14670,196.43,2,392.86
14672,382.775,2,765.55
14673,347.28000000000003,5,1736.4
14675,596.36,1,596.36
14676,424.7066666666667,6,2548.2400000000002
14680,1797.131875,16,28754.11
14681,166.31666666666666,3,498.95
14682,26.0,2,52.0
14684,240.302,5,1201.51
14687,628.38,1,628.38
14688,265.6714285714286,21,5579.1
14689,112.8,1,112.8
14690,177.525,2,355.05
14691,422.866,5,2114.33
14692,147.8875,4,591.55
14693,172.9,1,172.9
14696,296.99285714285713,7,2078.95
14697,94.30499999999999,2,188.60999999999999
14698,243.454,5,1217.27
14699,109.13000000000001,1,109.13000000000001
14700,731.6999999999999,3,2195.1
14701,280.6766666666667,9,2526.09
14702,191.28176470588235,17,3251.79
14703,318.17,1,318.17
14704,165.99555555555557,9,1493.96
14705,179.0,1,179.0
14708,375.45666666666665,3,1126.37
14709,378.54153846153844,13,4921.04
14710,149.87,4,599.48
14711,258.1472727272727,11,2839.62
14712,305.69,3,917.0699999999999
14713,242.0181818181818,11,2662.2
14714,160.19,1,160.19
14715,216.845,4,867.38
14716,153.755,2,307.51
14719,316.368,5,1581.84
14720,221.26999999999998,3,663.81
14722,180.42000000000002,1,180.42000000000002
14723,187.06000000000003,6,1122.3600000000001
14725,655.58,1,655.58
14727,268.58,1,268.58
14729,313.49,1,313.49
14730,237.19625,8,1897.57
14731,126.67333333333333,3,380.02
14732,337.81125000000003,8,2702.4900000000002
14733,798.8258333333333,12,9585.91
14735,189.5528125,32,6065.69
14737,388.18333333333334,3,1164.55
14738,187.77857142857144,7,1314.45
14739,557.4685714285714,7,3902.2799999999997
14740,482.7366666666667,3,1448.21
14741,233.39,6,1400.34
14744,157.14000000000001,7,1099.98
14745,244.052,5,1220.26
14747,328.2,1,328.2
14748,283.15,5,1415.75
14752,389.64,1,389.64
14753,563.15,1,563.15
14754,319.025,2,638.05
14755,455.47999999999996,11,5010.28
14756,738.96,1,738.96
14757,420.5,1,420.5
14758,371.015,4,1484.06
14759,541.99,3,1625.97
14760,89.2,1,89.2
14761,127.95,2,255.9
14762,300.52,1,300.52
14764,278.3,1,278.3
14765,84.70333333333333,3,254.11
14766,412.2283333333333,6,2473.37
14768,96.30000000000001,2,192.60000000000002
14769,1302.1225,8,10416.98
14770,438.21,2,876.42
14772,139.26,1,139.26
14775,337.3,3,1011.9000000000001
14776,230.75454545454548,11,2538.3
14778,365.43,2,730.86
14779,128.71666666666667,3,386.15
14780,223.84,2,447.68
14782,200.10000000000002,1,200.10000000000002
14784,144.995,2,289.99
14785,38.7,2,77.4
14788,339.71999999999997,2,679.4399999999999
14789,197.64,1,197.64
14790,186.265,4,745.06
14792,6.2,1,6.2
14793,228.99,1,228.99
14794,188.55857142857144,7,1319.91
14795,131.45000000000002,1,131.45000000000002
14796,469.1464705882353,17,7975.49
14798,57.913333333333334,3,173.74
14799,157.7,1,157.7
14800,360.9825,12,4331.79
14801,189.34,1,189.34
14803,281.84999999999997,3,845.55
14804,353.27,1,353.27
14805,136.6,4,546.4
14806,193.39000000000001,1,193.39000000000001
14808,339.825,8,2718.6
14810,189.57545454545453,11,2085.33
